Freq.	V(vo)/V(vi)
2.79235097368404e+000	3.10844785306100e+001,-1.12553307474755e-004
2.79878800747544e+000	3.10844785306082e+001,-1.12812769644933e-004
2.80523988016224e+000	3.10844785306064e+001,-1.13072829937186e-004
2.81170662595163e+000	3.10844785306046e+001,-1.13333489730327e-004
2.81818827912966e+000	3.10844785306028e+001,-1.13594750406348e-004
2.82468487406140e+000	3.10844785306009e+001,-1.13856613350428e-004
2.83119644519115e+000	3.10844785305991e+001,-1.14119079950938e-004
2.83772302704262e+000	3.10844785305973e+001,-1.14382151599449e-004
2.84426465421909e+000	3.10844785305954e+001,-1.14645829690742e-004
2.85082136140362e+000	3.10844785305936e+001,-1.14910115622811e-004
2.85739318335922e+000	3.10844785305917e+001,-1.15175010796874e-004
2.86398015492903e+000	3.10844785305898e+001,-1.15440516617378e-004
2.87058231103652e+000	3.10844785305880e+001,-1.15706634492011e-004
2.87719968668567e+000	3.10844785305861e+001,-1.15973365831701e-004
2.88383231696114e+000	3.10844785305842e+001,-1.16240712050631e-004
2.89048023702847e+000	3.10844785305823e+001,-1.16508674566246e-004
2.89714348213429e+000	3.10844785305804e+001,-1.16777254799255e-004
2.90382208760644e+000	3.10844785305784e+001,-1.17046454173644e-004
2.91051608885424e+000	3.10844785305765e+001,-1.17316274116681e-004
2.91722552136861e+000	3.10844785305746e+001,-1.17586716058925e-004
2.92395042072229e+000	3.10844785305726e+001,-1.17857781434232e-004
2.93069082257002e+000	3.10844785305706e+001,-1.18129471679764e-004
2.93744676264876e+000	3.10844785305687e+001,-1.18401788235996e-004
2.94421827677782e+000	3.10844785305667e+001,-1.18674732546721e-004
2.95100540085910e+000	3.10844785305647e+001,-1.18948306059065e-004
2.95780817087725e+000	3.10844785305627e+001,-1.19222510223487e-004
2.96462662289988e+000	3.10844785305607e+001,-1.19497346493790e-004
2.97146079307774e+000	3.10844785305587e+001,-1.19772816327128e-004
2.97831071764493e+000	3.10844785305567e+001,-1.20048921184015e-004
2.98517643291906e+000	3.10844785305546e+001,-1.20325662528332e-004
2.99205797530148e+000	3.10844785305526e+001,-1.20603041827333e-004
2.99895538127742e+000	3.10844785305505e+001,-1.20881060551657e-004
3.00586868741627e+000	3.10844785305485e+001,-1.21159720175330e-004
3.01279793037166e+000	3.10844785305464e+001,-1.21439022175778e-004
3.01974314688177e+000	3.10844785305443e+001,-1.21718968033832e-004
3.02670437376944e+000	3.10844785305422e+001,-1.21999559233739e-004
3.03368164794240e+000	3.10844785305401e+001,-1.22280797263164e-004
3.04067500639346e+000	3.10844785305380e+001,-1.22562683613203e-004
3.04768448620072e+000	3.10844785305359e+001,-1.22845219778390e-004
3.05471012452773e+000	3.10844785305338e+001,-1.23128407256703e-004
3.06175195862374e+000	3.10844785305316e+001,-1.23412247549574e-004
3.06881002582384e+000	3.10844785305295e+001,-1.23696742161896e-004
3.07588436354921e+000	3.10844785305273e+001,-1.23981892602032e-004
3.08297500930728e+000	3.10844785305252e+001,-1.24267700381820e-004
3.09008200069195e+000	3.10844785305230e+001,-1.24554167016585e-004
3.09720537538378e+000	3.10844785305208e+001,-1.24841294025144e-004
3.10434517115019e+000	3.10844785305186e+001,-1.25129082929817e-004
3.11150142584567e+000	3.10844785305164e+001,-1.25417535256431e-004
3.11867417741196e+000	3.10844785305141e+001,-1.25706652534332e-004
3.12586346387830e+000	3.10844785305119e+001,-1.25996436296391e-004
3.13306932336154e+000	3.10844785305097e+001,-1.26286888079012e-004
3.14029179406646e+000	3.10844785305074e+001,-1.26578009422143e-004
3.14753091428585e+000	3.10844785305052e+001,-1.26869801869279e-004
3.15478672240083e+000	3.10844785305029e+001,-1.27162266967475e-004
3.16205925688096e+000	3.10844785305006e+001,-1.27455406267351e-004
3.16934855628450e+000	3.10844785304983e+001,-1.27749221323104e-004
3.17665465925858e+000	3.10844785304960e+001,-1.28043713692511e-004
3.18397760453944e+000	3.10844785304937e+001,-1.28338884936942e-004
3.19131743095261e+000	3.10844785304914e+001,-1.28634736621364e-004
3.19867417741310e+000	3.10844785304890e+001,-1.28931270314356e-004
3.20604788292567e+000	3.10844785304867e+001,-1.29228487588107e-004
3.21343858658496e+000	3.10844785304843e+001,-1.29526390018435e-004
3.22084632757575e+000	3.10844785304820e+001,-1.29824979184789e-004
3.22827114517314e+000	3.10844785304796e+001,-1.30124256670259e-004
3.23571307874278e+000	3.10844785304772e+001,-1.30424224061584e-004
3.24317216774105e+000	3.10844785304748e+001,-1.30724882949162e-004
3.25064845171531e+000	3.10844785304724e+001,-1.31026234927056e-004
3.25814197030407e+000	3.10844785304700e+001,-1.31328281593004e-004
3.26565276323722e+000	3.10844785304675e+001,-1.31631024548427e-004
3.27318087033623e+000	3.10844785304651e+001,-1.31934465398439e-004
3.28072633151438e+000	3.10844785304626e+001,-1.32238605751853e-004
3.28828918677696e+000	3.10844785304602e+001,-1.32543447221191e-004
3.29586947622146e+000	3.10844785304577e+001,-1.32848991422691e-004
3.30346724003784e+000	3.10844785304552e+001,-1.33155239976319e-004
3.31108251850867e+000	3.10844785304527e+001,-1.33462194505774e-004
3.31871535200940e+000	3.10844785304502e+001,-1.33769856638499e-004
3.32636578100856e+000	3.10844785304476e+001,-1.34078228005687e-004
3.33403384606796e+000	3.10844785304451e+001,-1.34387310242292e-004
3.34171958784293e+000	3.10844785304426e+001,-1.34697104987039e-004
3.34942304708248e+000	3.10844785304400e+001,-1.35007613882427e-004
3.35714426462961e+000	3.10844785304374e+001,-1.35318838574745e-004
3.36488328142144e+000	3.10844785304348e+001,-1.35630780714074e-004
3.37264013848946e+000	3.10844785304322e+001,-1.35943441954300e-004
3.38041487695976e+000	3.10844785304296e+001,-1.36256823953124e-004
3.38820753805323e+000	3.10844785304270e+001,-1.36570928372063e-004
3.39601816308577e+000	3.10844785304244e+001,-1.36885756876470e-004
3.40384679346856e+000	3.10844785304217e+001,-1.37201311135532e-004
3.41169347070820e+000	3.10844785304191e+001,-1.37517592822289e-004
3.41955823640700e+000	3.10844785304164e+001,-1.37834603613632e-004
3.42744113226316e+000	3.10844785304139e+001,-1.38152345190324e-004
3.43534220007101e+000	3.10844785304112e+001,-1.38470819236997e-004
3.44326148172123e+000	3.10844785304085e+001,-1.38790027442168e-004
3.45119901920106e+000	3.10844785304058e+001,-1.39109971498249e-004
3.45915485459453e+000	3.10844785304031e+001,-1.39430653101551e-004
3.46712903008269e+000	3.10844785304003e+001,-1.39752073952295e-004
3.47512158794383e+000	3.10844785303976e+001,-1.40074235754624e-004
3.48313257055369e+000	3.10844785303948e+001,-1.40397140216606e-004
3.49116202038570e+000	3.10844785303920e+001,-1.40720789050250e-004
3.49920998001121e+000	3.10844785303892e+001,-1.41045183971509e-004
3.50727649209970e+000	3.10844785303864e+001,-1.41370326700292e-004
3.51536159941901e+000	3.10844785303836e+001,-1.41696218960475e-004
3.52346534483558e+000	3.10844785303808e+001,-1.42022862479904e-004
3.53158777131465e+000	3.10844785303779e+001,-1.42350258990413e-004
3.53972892192053e+000	3.10844785303751e+001,-1.42678410227824e-004
3.54788883981678e+000	3.10844785303722e+001,-1.43007317931963e-004
3.55606756826648e+000	3.10844785303693e+001,-1.43336983846666e-004
3.56426515063244e+000	3.10844785303664e+001,-1.43667409719788e-004
3.57248163037740e+000	3.10844785303635e+001,-1.43998597303214e-004
3.58071705106435e+000	3.10844785303605e+001,-1.44330548352869e-004
3.58897145635665e+000	3.10844785303576e+001,-1.44663264628723e-004
3.59724489001833e+000	3.10844785303547e+001,-1.44996747894805e-004
3.60553739591433e+000	3.10844785303517e+001,-1.45330999919211e-004
3.61384901801069e+000	3.10844785303487e+001,-1.45666022474111e-004
3.62217980037478e+000	3.10844785303457e+001,-1.46001817335761e-004
3.63052978717561e+000	3.10844785303427e+001,-1.46338386284512e-004
3.63889902268395e+000	3.10844785303397e+001,-1.46675731104820e-004
3.64728755127268e+000	3.10844785303366e+001,-1.47013853585253e-004
3.65569541741692e+000	3.10844785303336e+001,-1.47352755518503e-004
3.66412266569435e+000	3.10844785303305e+001,-1.47692438701394e-004
3.67256934078541e+000	3.10844785303274e+001,-1.48032904934893e-004
3.68103548747351e+000	3.10844785303244e+001,-1.48374156024116e-004
3.68952115064533e+000	3.10844785303212e+001,-1.48716193778346e-004
3.69802637529102e+000	3.10844785303181e+001,-1.49059020011029e-004
3.70655120650442e+000	3.10844785303150e+001,-1.49402636539799e-004
3.71509568948333e+000	3.10844785303118e+001,-1.49747045186475e-004
3.72365986952977e+000	3.10844785303087e+001,-1.50092247777077e-004
3.73224379205016e+000	3.10844785303055e+001,-1.50438246141836e-004
3.74084750255560e+000	3.10844785303023e+001,-1.50785042115200e-004
3.74947104666210e+000	3.10844785302991e+001,-1.51132637535847e-004
3.75811447009085e+000	3.10844785302959e+001,-1.51481034246693e-004
3.76677781866841e+000	3.10844785302926e+001,-1.51830234094903e-004
3.77546113832699e+000	3.10844785302894e+001,-1.52180238931900e-004
3.78416447510470e+000	3.10844785302861e+001,-1.52531050613375e-004
3.79288787514574e+000	3.10844785302830e+001,-1.52882670999296e-004
3.80163138470073e+000	3.10844785302797e+001,-1.53235101953919e-004
3.81039505012688e+000	3.10844785302764e+001,-1.53588345345799e-004
3.81917891788827e+000	3.10844785302731e+001,-1.53942403047796e-004
3.82798303455610e+000	3.10844785302697e+001,-1.54297276937089e-004
3.83680744680891e+000	3.10844785302664e+001,-1.54652968895185e-004
3.84565220143287e+000	3.10844785302630e+001,-1.55009480807927e-004
3.85451734532197e+000	3.10844785302596e+001,-1.55366814565504e-004
3.86340292547833e+000	3.10844785302562e+001,-1.55724972062467e-004
3.87230898901241e+000	3.10844785302528e+001,-1.56083955197729e-004
3.88123558314327e+000	3.10844785302493e+001,-1.56443765874583e-004
3.89018275519884e+000	3.10844785302459e+001,-1.56804406000711e-004
3.89915055261611e+000	3.10844785302424e+001,-1.57165877488190e-004
3.90813902294146e+000	3.10844785302389e+001,-1.57528182253505e-004
3.91714821383087e+000	3.10844785302354e+001,-1.57891322217561e-004
3.92617817305017e+000	3.10844785302319e+001,-1.58255299305691e-004
3.93522894847531e+000	3.10844785302284e+001,-1.58620115447662e-004
3.94430058809258e+000	3.10844785302248e+001,-1.58985772577696e-004
3.95339313999894e+000	3.10844785302212e+001,-1.59352272634469e-004
3.96250665240217e+000	3.10844785302177e+001,-1.59719617561128e-004
3.97164117362122e+000	3.10844785302140e+001,-1.60087809305300e-004
3.98079675208640e+000	3.10844785302104e+001,-1.60456849819101e-004
3.98997343633969e+000	3.10844785302068e+001,-1.60826741059146e-004
3.99917127503495e+000	3.10844785302031e+001,-1.61197484986562e-004
4.00839031693820e+000	3.10844785301995e+001,-1.61569083566997e-004
4.01763061092789e+000	3.10844785301958e+001,-1.61941538770628e-004
4.02689220599514e+000	3.10844785301921e+001,-1.62314852572178e-004
4.03617515124400e+000	3.10844785301884e+001,-1.62689026950918e-004
4.04547949589172e+000	3.10844785301846e+001,-1.63064063890683e-004
4.05480528926901e+000	3.10844785301809e+001,-1.63439965379882e-004
4.06415258082030e+000	3.10844785301771e+001,-1.63816733411507e-004
4.07352142010400e+000	3.10844785301733e+001,-1.64194369983146e-004
4.08291185679276e+000	3.10844785301695e+001,-1.64572877096988e-004
4.09232394067375e+000	3.10844785301657e+001,-1.64952256759843e-004
4.10175772164889e+000	3.10844785301619e+001,-1.65332510983142e-004
4.11121324973515e+000	3.10844785301580e+001,-1.65713641782955e-004
4.12069057506481e+000	3.10844785301541e+001,-1.66095651180001e-004
4.13018974788569e+000	3.10844785301502e+001,-1.66478541199655e-004
4.13971081856147e+000	3.10844785301463e+001,-1.66862313871962e-004
4.14925383757191e+000	3.10844785301424e+001,-1.67246971231646e-004
4.15881885551315e+000	3.10844785301384e+001,-1.67632515318122e-004
4.16840592309797e+000	3.10844785301345e+001,-1.68018948175508e-004
4.17801509115603e+000	3.10844785301305e+001,-1.68406271852630e-004
4.18764641063421e+000	3.10844785301265e+001,-1.68794488403041e-004
4.19729993259678e+000	3.10844785301224e+001,-1.69183599885027e-004
4.20697570822577e+000	3.10844785301184e+001,-1.69573608361617e-004
4.21667378882117e+000	3.10844785301144e+001,-1.69964515900598e-004
4.22639422580124e+000	3.10844785301103e+001,-1.70356324574523e-004
4.23613707070277e+000	3.10844785301062e+001,-1.70749036460722e-004
4.24590237518136e+000	3.10844785301021e+001,-1.71142653641314e-004
4.25569019101167e+000	3.10844785300979e+001,-1.71537178203219e-004
4.26550057008773e+000	3.10844785300938e+001,-1.71932612238167e-004
4.27533356442320e+000	3.10844785300896e+001,-1.72328957842710e-004
4.28518922615163e+000	3.10844785300854e+001,-1.72726217118231e-004
4.29506760752676e+000	3.10844785300812e+001,-1.73124392170962e-004
4.30496876092279e+000	3.10844785300770e+001,-1.73523485111985e-004
4.31489273883464e+000	3.10844785300727e+001,-1.73923498057253e-004
4.32483959387825e+000	3.10844785300684e+001,-1.74324433127593e-004
4.33480937879087e+000	3.10844785300642e+001,-1.74726292448724e-004
4.34480214643129e+000	3.10844785300598e+001,-1.75129078151264e-004
4.35481794978018e+000	3.10844785300555e+001,-1.75532792370743e-004
4.36485684194034e+000	3.10844785300512e+001,-1.75937437247613e-004
4.37491887613696e+000	3.10844785300468e+001,-1.76343014927260e-004
4.38500410571795e+000	3.10844785300424e+001,-1.76749527560019e-004
4.39511258415420e+000	3.10844785300380e+001,-1.77156977301177e-004
4.40524436503985e+000	3.10844785300336e+001,-1.77565366310994e-004
4.41539950209259e+000	3.10844785300291e+001,-1.77974696754706e-004
4.42557804915395e+000	3.10844785300247e+001,-1.78384970802543e-004
4.43578006018958e+000	3.10844785300205e+001,-1.78796190629740e-004
4.44600558928952e+000	3.10844785300160e+001,-1.79208358416538e-004
4.45625469066850e+000	3.10844785300115e+001,-1.79621476348213e-004
4.46652741866625e+000	3.10844785300069e+001,-1.80035546615074e-004
4.47682382774774e+000	3.10844785300024e+001,-1.80450571412482e-004
4.48714397250351e+000	3.10844785299978e+001,-1.80866552940856e-004
4.49748790764995e+000	3.10844785299932e+001,-1.81283493405688e-004
4.50785568802955e+000	3.10844785299885e+001,-1.81701395017556e-004
4.51824736861128e+000	3.10844785299839e+001,-1.82120259992132e-004
4.52866300449077e+000	3.10844785299792e+001,-1.82540090550197e-004
4.53910265089070e+000	3.10844785299745e+001,-1.82960888917650e-004
4.54956636316102e+000	3.10844785299698e+001,-1.83382657325523e-004
4.56005419677931e+000	3.10844785299650e+001,-1.83805398009989e-004
4.57056620735102e+000	3.10844785299602e+001,-1.84229113212379e-004
4.58110245060976e+000	3.10844785299554e+001,-1.84653805179187e-004
4.59166298241767e+000	3.10844785299506e+001,-1.85079476162088e-004
4.60224785876562e+000	3.10844785299458e+001,-1.85506128417947e-004
4.61285713577358e+000	3.10844785299409e+001,-1.85933764208832e-004
4.62349086969087e+000	3.10844785299360e+001,-1.86362385802026e-004
4.63414911689651e+000	3.10844785299312e+001,-1.86791995470037e-004
4.64483193389944e+000	3.10844785299262e+001,-1.87222595490614e-004
4.65553937733891e+000	3.10844785299213e+001,-1.87654188146754e-004
4.66627150398471e+000	3.10844785299163e+001,-1.88086775726719e-004
4.67702837073752e+000	3.10844785299113e+001,-1.88520360524044e-004
4.68781003462916e+000	3.10844785299063e+001,-1.88954944837555e-004
4.69861655282295e+000	3.10844785299013e+001,-1.89390530971373e-004
4.70944798261396e+000	3.10844785298962e+001,-1.89827121234933e-004
4.72030438142937e+000	3.10844785298911e+001,-1.90264717942992e-004
4.73118580682872e+000	3.10844785298860e+001,-1.90703323415645e-004
4.74209231650424e+000	3.10844785298809e+001,-1.91142939978335e-004
4.75302396828116e+000	3.10844785298757e+001,-1.91583569961865e-004
4.76398082011801e+000	3.10844785298705e+001,-1.92025215702410e-004
4.77496293010693e+000	3.10844785298653e+001,-1.92467879541534e-004
4.78597035647397e+000	3.10844785298601e+001,-1.92911563826195e-004
4.79700315757941e+000	3.10844785298549e+001,-1.93356270908764e-004
4.80806139191807e+000	3.10844785298496e+001,-1.93802003147032e-004
4.81914511811960e+000	3.10844785298443e+001,-1.94248762904228e-004
4.83025439494881e+000	3.10844785298389e+001,-1.94696552549028e-004
4.84138928130599e+000	3.10844785298336e+001,-1.95145374455569e-004
4.85254983622719e+000	3.10844785298282e+001,-1.95595231003458e-004
4.86373611888457e+000	3.10844785298228e+001,-1.96046124577790e-004
4.87494818858668e+000	3.10844785298174e+001,-1.96498057569159e-004
4.88618610477879e+000	3.10844785298119e+001,-1.96951032373668e-004
4.89744992704324e+000	3.10844785298065e+001,-1.97405051392945e-004
4.90873971509966e+000	3.10844785298010e+001,-1.97860117034152e-004
4.92005552880541e+000	3.10844785297954e+001,-1.98316231710004e-004
4.93139742815579e+000	3.10844785297899e+001,-1.98773397838774e-004
4.94276547328443e+000	3.10844785297843e+001,-1.99231617844311e-004
4.95415972446357e+000	3.10844785297787e+001,-1.99690894156054e-004
4.96558024210440e+000	3.10844785297731e+001,-2.00151229209038e-004
4.97702708675737e+000	3.10844785297674e+001,-2.00612625443914e-004
4.98850031911250e+000	3.10844785297621e+001,-2.01075085306962e-004
4.99999999999973e+000	3.10844785297564e+001,-2.01538611250094e-004
5.01152619038923e+000	3.10844785297507e+001,-2.02003205730879e-004
5.02307895139171e+000	3.10844785297449e+001,-2.02468871212553e-004
5.03465834425875e+000	3.10844785297391e+001,-2.02935610164025e-004
5.04626443038315e+000	3.10844785297333e+001,-2.03403425059901e-004
5.05789727129922e+000	3.10844785297275e+001,-2.03872318380488e-004
5.06955692868312e+000	3.10844785297216e+001,-2.04342292611812e-004
5.08124346435320e+000	3.10844785297157e+001,-2.04813350245630e-004
5.09295694027031e+000	3.10844785297098e+001,-2.05285493779441e-004
5.10469741853812e+000	3.10844785297038e+001,-2.05758725716504e-004
5.11646496140349e+000	3.10844785296979e+001,-2.06233048565849e-004
5.12825963125676e+000	3.10844785296919e+001,-2.06708464842286e-004
5.14008149063209e+000	3.10844785296858e+001,-2.07184977066427e-004
5.15193060220780e+000	3.10844785296798e+001,-2.07662587764691e-004
5.16380702880671e+000	3.10844785296737e+001,-2.08141299469323e-004
5.17571083339644e+000	3.10844785296676e+001,-2.08621114718404e-004
5.18764207908978e+000	3.10844785296614e+001,-2.09102036055868e-004
5.19960082914501e+000	3.10844785296552e+001,-2.09584066031511e-004
5.21158714696624e+000	3.10844785296491e+001,-2.10067207201008e-004
5.22360109610371e+000	3.10844785296428e+001,-2.10551462125926e-004
5.23564274025421e+000	3.10844785296366e+001,-2.11036833373736e-004
5.24771214326132e+000	3.10844785296307e+001,-2.11523323517830e-004
5.25980936911583e+000	3.10844785296243e+001,-2.12010935137527e-004
5.27193448195600e+000	3.10844785296180e+001,-2.12499670818096e-004
5.28408754606800e+000	3.10844785296116e+001,-2.12989533150766e-004
5.29626862588615e+000	3.10844785296052e+001,-2.13480524732737e-004
5.30847778599333e+000	3.10844785295988e+001,-2.13972648167199e-004
5.32071509112129e+000	3.10844785295923e+001,-2.14465906063341e-004
5.33298060615100e+000	3.10844785295858e+001,-2.14960301036367e-004
5.34527439611299e+000	3.10844785295793e+001,-2.15455835707510e-004
5.35759652618774e+000	3.10844785295728e+001,-2.15952512704046e-004
5.36994706170593e+000	3.10844785295662e+001,-2.16450334659306e-004
5.38232606814888e+000	3.10844785295596e+001,-2.16949304212693e-004
5.39473361114884e+000	3.10844785295529e+001,-2.17449424009694e-004
5.40716975648939e+000	3.10844785295462e+001,-2.17950696701894e-004
5.41963457010572e+000	3.10844785295395e+001,-2.18453124946991e-004
5.43212811808502e+000	3.10844785295328e+001,-2.18956711408811e-004
5.44465046666686e+000	3.10844785295260e+001,-2.19461458757317e-004
5.45720168224348e+000	3.10844785295192e+001,-2.19967369668630e-004
5.46978183136016e+000	3.10844785295124e+001,-2.20474446825040e-004
5.48239098071562e+000	3.10844785295055e+001,-2.20982692915018e-004
5.49502919716230e+000	3.10844785294986e+001,-2.21492110633236e-004
5.50769654770677e+000	3.10844785294917e+001,-2.22002702680576e-004
5.52039309951006e+000	3.10844785294848e+001,-2.22514471764145e-004
5.53311891988802e+000	3.10844785294778e+001,-2.23027420597292e-004
5.54587407631169e+000	3.10844785294708e+001,-2.23541551899621e-004
5.55865863640764e+000	3.10844785294637e+001,-2.24056868397004e-004
5.57147266795834e+000	3.10844785294566e+001,-2.24573372821599e-004
5.58431623890249e+000	3.10844785294495e+001,-2.25091067911862e-004
5.59718941733544e+000	3.10844785294423e+001,-2.25609956412558e-004
5.61009227150950e+000	3.10844785294352e+001,-2.26130041074784e-004
5.62302486983431e+000	3.10844785294279e+001,-2.26651324655977e-004
5.63598728087723e+000	3.10844785294207e+001,-2.27173809919930e-004
5.64897957336367e+000	3.10844785294134e+001,-2.27697499636809e-004
5.66200181617746e+000	3.10844785294061e+001,-2.28222396583163e-004
5.67505407836125e+000	3.10844785293987e+001,-2.28748503541945e-004
5.68813642911683e+000	3.10844785293914e+001,-2.29275823302521e-004
5.70124893780552e+000	3.10844785293839e+001,-2.29804358660688e-004
5.71439167394853e+000	3.10844785293765e+001,-2.30334112418688e-004
5.72756470722735e+000	3.10844785293694e+001,-2.30865087385224e-004
5.74076810748409e+000	3.10844785293618e+001,-2.31397286375469e-004
5.75400194472185e+000	3.10844785293543e+001,-2.31930712211091e-004
5.76726628910513e+000	3.10844785293467e+001,-2.32465367720261e-004
5.78056121096016e+000	3.10844785293391e+001,-2.33001255737669e-004
5.79388678077530e+000	3.10844785293314e+001,-2.33538379104539e-004
5.80724306920138e+000	3.10844785293237e+001,-2.34076740668647e-004
5.82063014705212e+000	3.10844785293160e+001,-2.34616343284332e-004
5.83404808530448e+000	3.10844785293082e+001,-2.35157189812512e-004
5.84749695509902e+000	3.10844785293004e+001,-2.35699283120704e-004
5.86097682774032e+000	3.10844785292925e+001,-2.36242626083032e-004
5.87448777469731e+000	3.10844785292847e+001,-2.36787221580244e-004
5.88802986760370e+000	3.10844785292768e+001,-2.37333072499734e-004
5.90160317825831e+000	3.10844785292688e+001,-2.37880181735548e-004
5.91520777862548e+000	3.10844785292608e+001,-2.38428552188404e-004
5.92884374083546e+000	3.10844785292528e+001,-2.38978186765709e-004
5.94251113718475e+000	3.10844785292447e+001,-2.39529088381570e-004
5.95621004013653e+000	3.10844785292366e+001,-2.40081259956813e-004
5.96994052232102e+000	3.10844785292285e+001,-2.40634704418996e-004
5.98370265653587e+000	3.10844785292203e+001,-2.41189424702427e-004
5.99749651574655e+000	3.10844785292121e+001,-2.41745423748177e-004
6.01132217308672e+000	3.10844785292038e+001,-2.42302704504098e-004
6.02517970185864e+000	3.10844785291956e+001,-2.42861269924838e-004
6.03906917553355e+000	3.10844785291873e+001,-2.43421122971855e-004
6.05299066775206e+000	3.10844785291789e+001,-2.43982266613432e-004
6.06694425232453e+000	3.10844785291705e+001,-2.44544703824699e-004
6.08093000323149e+000	3.10844785291621e+001,-2.45108437587642e-004
6.09494799462398e+000	3.10844785291536e+001,-2.45673470891120e-004
6.10899830082400e+000	3.10844785291451e+001,-2.46239806730884e-004
6.12308099632489e+000	3.10844785291365e+001,-2.46807448109590e-004
6.13719615579168e+000	3.10844785291279e+001,-2.47376398036817e-004
6.15134385406155e+000	3.10844785291193e+001,-2.47946659529080e-004
6.16552416614419e+000	3.10844785291106e+001,-2.48518235609849e-004
6.17973716722219e+000	3.10844785291021e+001,-2.49091129309564e-004
6.19398293265148e+000	3.10844785290933e+001,-2.49665343665649e-004
6.20826153796169e+000	3.10844785290845e+001,-2.50240881722532e-004
6.22257305885656e+000	3.10844785290756e+001,-2.50817746531659e-004
6.23691757121435e+000	3.10844785290668e+001,-2.51395941151509e-004
6.25129515108823e+000	3.10844785290579e+001,-2.51975468647612e-004
6.26570587470671e+000	3.10844785290489e+001,-2.52556332092566e-004
6.28014981847401e+000	3.10844785290399e+001,-2.53138534566051e-004
6.29462705897047e+000	3.10844785290308e+001,-2.53722079154847e-004
6.30913767295298e+000	3.10844785290218e+001,-2.54306968952848e-004
6.32368173735538e+000	3.10844785290126e+001,-2.54893207061083e-004
6.33825932928885e+000	3.10844785290034e+001,-2.55480796587727e-004
6.35287052604233e+000	3.10844785289942e+001,-2.56069740648121e-004
6.36751540508293e+000	3.10844785289850e+001,-2.56660042364789e-004
6.38219404405634e+000	3.10844785289759e+001,-2.57251704867452e-004
6.39690652078724e+000	3.10844785289665e+001,-2.57844731293044e-004
6.41165291327973e+000	3.10844785289571e+001,-2.58439124785732e-004
6.42643329971770e+000	3.10844785289477e+001,-2.59034888496933e-004
6.44124775846529e+000	3.10844785289382e+001,-2.59632025585326e-004
6.45609636806729e+000	3.10844785289287e+001,-2.60230539216873e-004
6.47097920724955e+000	3.10844785289192e+001,-2.60830432564831e-004
6.48589635491939e+000	3.10844785289096e+001,-2.61431708809779e-004
6.50084789016607e+000	3.10844785288999e+001,-2.62034371139621e-004
6.51583389226111e+000	3.10844785288902e+001,-2.62638422749613e-004
6.53085444065882e+000	3.10844785288805e+001,-2.63243866842377e-004
6.54590961499665e+000	3.10844785288707e+001,-2.63850706627917e-004
6.56099949509562e+000	3.10844785288609e+001,-2.64458945323637e-004
6.57612416096080e+000	3.10844785288510e+001,-2.65068586154358e-004
6.59128369278164e+000	3.10844785288411e+001,-2.65679632352337e-004
6.60647817093248e+000	3.10844785288311e+001,-2.66292087157277e-004
6.62170767597293e+000	3.10844785288211e+001,-2.66905953816354e-004
6.63697228864830e+000	3.10844785288111e+001,-2.67521235584228e-004
6.65227208989006e+000	3.10844785288010e+001,-2.68137935723061e-004
6.66760716081622e+000	3.10844785287908e+001,-2.68756057502536e-004
6.68297758273181e+000	3.10844785287806e+001,-2.69375604199873e-004
6.69838343712927e+000	3.10844785287704e+001,-2.69996579099848e-004
6.71382480568891e+000	3.10844785287601e+001,-2.70618985494807e-004
6.72930177027934e+000	3.10844785287498e+001,-2.71242826684687e-004
6.74481441295786e+000	3.10844785287394e+001,-2.71868105977031e-004
6.76036281597098e+000	3.10844785287289e+001,-2.72494826687010e-004
6.77594706175477e+000	3.10844785287188e+001,-2.73122992137435e-004
6.79156723293536e+000	3.10844785287083e+001,-2.73752605658772e-004
6.80722341232934e+000	3.10844785286977e+001,-2.74383670589173e-004
6.82291568294421e+000	3.10844785286871e+001,-2.75016190274480e-004
6.83864412797883e+000	3.10844785286764e+001,-2.75650168068250e-004
6.85440883082385e+000	3.10844785286657e+001,-2.76285607331771e-004
6.87020987506216e+000	3.10844785286549e+001,-2.76922511434077e-004
6.88604734446931e+000	3.10844785286441e+001,-2.77560883751971e-004
6.90192132301400e+000	3.10844785286332e+001,-2.78200727670039e-004
6.91783189485848e+000	3.10844785286223e+001,-2.78842046580671e-004
6.93377914435902e+000	3.10844785286113e+001,-2.79484843884075e-004
6.94976315606634e+000	3.10844785286003e+001,-2.80129122988298e-004
6.96578401472609e+000	3.10844785285892e+001,-2.80774887309245e-004
6.98184180527926e+000	3.10844785285781e+001,-2.81422140270693e-004
6.99793661286266e+000	3.10844785285669e+001,-2.82070885304313e-004
7.01406852280936e+000	3.10844785285792e+001,-2.82721125850104e-004
7.03023762064914e+000	3.10844785285679e+001,-2.83372865354743e-004
7.04644399210894e+000	3.10844785285565e+001,-2.84026107274104e-004
7.06268772311334e+000	3.10844785285452e+001,-2.84680855071611e-004
7.07896889978497e+000	3.10844785285337e+001,-2.85337112218672e-004
7.09528760844503e+000	3.10844785285222e+001,-2.85994882194697e-004
7.11164393561366e+000	3.10844785285107e+001,-2.86654168487116e-004
7.12803796801050e+000	3.10844785284991e+001,-2.87314974591399e-004
7.14446979255508e+000	3.10844785284874e+001,-2.87977304011076e-004
7.16093949636728e+000	3.10844785284761e+001,-2.88641160257754e-004
7.17744716676784e+000	3.10844785284643e+001,-2.89306546851125e-004
